fecha,fuente,archive,observaciones_primera,observaciones_segunda
2021-02-03,https://twitter.com/abi_bolivia/status/1357410163024678914,https://archive.org/details/vacunacioncovid19bolivia_20210203,,no existe un reporte publicado y transcrito
2021-02-04,https://twitter.com/SaludDeportesBo/status/1357504689013719040,https://archive.org/details/vacunacioncovid19bolivia_20210204,,no existe un reporte publicado y transcrito
2021-02-05,https://twitter.com/SaludDeportesBo/status/1357859137091211268,https://archive.org/details/vacunacioncovid19bolivia_20210205,,no existe un reporte publicado y transcrito
2021-02-06,https://twitter.com/SaludDeportesBo/status/1358241716143337472,https://archive.org/details/vacunacioncovid19bolivia_20210206,,no existe un reporte publicado y transcrito
2021-02-07,https://twitter.com/SaludDeportesBo/status/1358591162190356482,https://archive.org/details/vacunacioncovid19bolivia_20210207,,no existe un reporte publicado y transcrito
2021-02-08,https://twitter.com/SaludDeportesBo/status/1358940058322153474,https://archive.org/details/vacunacioncovid19bolivia_20210208,,no existe un reporte publicado y transcrito
2021-02-09,https://twitter.com/SaludDeportesBo/status/1359310310193188869,https://archive.org/details/vacunacioncovid19bolivia_20210209,,no existe un reporte publicado y transcrito
2021-02-10,https://twitter.com/SaludDeportesBo/status/1359684502180818947,https://archive.org/details/vacunacioncovid19bolivia_20210210,,no existe un reporte publicado y transcrito
2021-02-11,,,no existe un reporte publicado y transcrito,no existe un reporte publicado y transcrito
2021-02-12,,,no existe un reporte publicado y transcrito,no existe un reporte publicado y transcrito
2021-02-13,,,no existe un reporte publicado y transcrito,no existe un reporte publicado y transcrito
2021-02-14,,,no existe un reporte publicado y transcrito,no existe un reporte publicado y transcrito
2021-02-15,,,no existe un reporte publicado y transcrito,no existe un reporte publicado y transcrito
2021-02-16,,,no existe un reporte publicado y transcrito,no existe un reporte publicado y transcrito
2021-02-17,,,no existe un reporte publicado y transcrito,no existe un reporte publicado y transcrito
2021-02-18,,,no existe un reporte publicado y transcrito,no existe un reporte publicado y transcrito
2021-02-19,,,no existe un reporte publicado y transcrito,no existe un reporte publicado y transcrito
2021-02-20,,,no existe un reporte publicado y transcrito,no existe un reporte publicado y transcrito
2021-02-21,,,no existe un reporte publicado y transcrito,no existe un reporte publicado y transcrito
2021-02-22,https://twitter.com/SaludDeportesBo/status/1364022107437367302,https://archive.org/details/vacunacioncovid19bolivia_20210222,,
2021-02-23,https://twitter.com/SaludDeportesBo/status/1364400276036272128,https://archive.org/details/vacunacioncovid19bolivia_20210223,,
2021-02-24,https://twitter.com/SaludDeportesBo/status/1364757963303514120,https://archive.org/details/vacunacioncovid19bolivia_20210224,,
2021-02-25,https://twitter.com/SaludDeportesBo/status/1365122481250578440,https://archive.org/details/vacunacioncovid19bolivia_20210225,,
2021-02-26,,,no existe un reporte publicado y transcrito,no existe un reporte publicado y transcrito
2021-02-27,,,no existe un reporte publicado y transcrito,no existe un reporte publicado y transcrito
2021-02-28,https://twitter.com/SaludDeportesBo/status/1366222625664610310,https://archive.org/details/vacunacioncovid19bolivia_20210228,,
2021-03-01,,,no existe un reporte publicado y transcrito,no existe un reporte publicado y transcrito
2021-03-02,https://twitter.com/SaludDeportesBo/status/1366959563212283904,https://archive.org/details/vacunacioncovid19bolivia_20210302,,
2021-03-03,https://twitter.com/SaludDeportesBo/status/1367290765194502146,https://archive.org/details/vacunacioncovid19bolivia_20210303,,
2021-03-04,https://twitter.com/SaludDeportesBo/status/1367661977959596032,https://archive.org/details/vacunacioncovid19bolivia_20210304,,
2021-03-05,https://twitter.com/SaludDeportesBo/status/1368020117586599936,https://archive.org/details/vacunacioncovid19bolivia_20210305,,
2021-03-06,https://twitter.com/SaludDeportesBo/status/1368377846620708872,https://archive.org/details/vacunacioncovid19bolivia_20210306,,
2021-03-07,https://twitter.com/SaludDeportesBo/status/1368739756213960712,https://archive.org/details/vacunacioncovid19bolivia_20210307,,
2021-03-08,https://twitter.com/SaludDeportesBo/status/1369100480287236101,https://archive.org/details/vacunacioncovid19bolivia_20210308,,
2021-03-09,https://twitter.com/SaludDeportesBo/status/1369467204413108229,https://archive.org/details/vacunacioncovid19bolivia_20210309,,
2021-03-10,https://twitter.com/SaludDeportesBo/status/1369824218255405061,https://archive.org/details/vacunacioncovid19bolivia_20210310,,
2021-03-11,https://twitter.com/SaludDeportesBo/status/1370191660093743109,https://archive.org/details/vacunacioncovid19bolivia_20210311,,
2021-03-12,https://twitter.com/SaludDeportesBo/status/1370551583285649411,https://archive.org/details/vacunacioncovid19bolivia_20210312,,
2021-03-13,https://twitter.com/SaludDeportesBo/status/1370912403395858435,https://archive.org/details/vacunacioncovid19bolivia_20210313,,
2021-03-14,https://twitter.com/SaludDeportesBo/status/1371277455516966912,https://archive.org/details/vacunacioncovid19bolivia_20210314,,
2021-03-15,https://twitter.com/SaludDeportesBo/status/1371638945092673541,https://archive.org/details/vacunacioncovid19bolivia_20210315,,
2021-03-16,https://twitter.com/SaludDeportesBo/status/1371996431477772288,https://archive.org/details/vacunacioncovid19bolivia_20210316,,
2021-03-17,https://twitter.com/SaludDeportesBo/status/1372360665311158272,https://archive.org/details/vacunacioncovid19bolivia_20210317,,
2021-03-18,https://twitter.com/SaludDeportesBo/status/1372732311066775552,https://archive.org/details/vacunacioncovid19bolivia_20210318,,
2021-03-19,https://twitter.com/SaludDeportesBo/status/1373103900769804288,https://archive.org/details/vacunacioncovid19bolivia_20210319,la suma de valores por departamento no coincide con el total reportado,
2021-03-20,https://twitter.com/SaludDeportesBo/status/1373442353499930627,https://archive.org/details/vacunacioncovid19bolivia_20210320,el número de dosis disminuye respecto al valor reportado el día anterior,
2021-03-21,https://twitter.com/SaludDeportesBo/status/1373807143753822210,https://archive.org/details/vacunacioncovid19bolivia_20210321,,
2021-03-22,https://twitter.com/SaludDeportesBo/status/1374179532949889035,https://archive.org/details/vacunacioncovid19bolivia_20210322,,
2021-03-23,https://twitter.com/SaludDeportesBo/status/1374540321942601736,https://archive.org/details/vacunacioncovid19bolivia_20210323,,
2021-03-24,https://twitter.com/SaludDeportesBo/status/1374892915982540800,https://archive.org/details/vacunacioncovid19bolivia_20210324,,
2021-03-25,https://twitter.com/SaludDeportesBo/status/1375258525795020804,https://archive.org/details/vacunacioncovid19bolivia_20210325,,
2021-03-26,https://twitter.com/SaludDeportesBo/status/1375621509406920704,https://archive.org/details/vacunacioncovid19bolivia_20210326,,
2021-03-27,https://twitter.com/SaludDeportesBo/status/1375989459641106439,https://archive.org/details/vacunacioncovid19bolivia_20210327,,
2021-03-28,https://twitter.com/SaludDeportesBo/status/1376347135357112330,https://archive.org/details/vacunacioncovid19bolivia_20210328,,
2021-03-29,https://twitter.com/SaludDeportesBo/status/1376712553045372929,https://archive.org/details/vacunacioncovid19bolivia_20210329,,
2021-03-30,https://twitter.com/SaludDeportesBo/status/1377087190098907136,https://archive.org/details/vacunacioncovid19bolivia_20210330,,
2021-03-31,https://twitter.com/SaludDeportesBo/status/1377440651248209924,https://archive.org/details/vacunacioncovid19bolivia_20210331,el número de dosis disminuye respecto al valor reportado el día anterior,
2021-04-01,https://twitter.com/SaludDeportesBo/status/1377802182943211520,https://archive.org/details/vacunacioncovid19bolivia_20210401,,la suma de valores por departamento no coincide con el total reportado
2021-04-02,https://twitter.com/SaludDeportesBo/status/1378155914079956995,https://archive.org/details/vacunacioncovid19bolivia_20210402,,
2021-04-03,https://twitter.com/SaludDeportesBo/status/1378523646344495105,https://archive.org/details/vacunacioncovid19bolivia_20210403,,
2021-04-04,https://twitter.com/SaludDeportesBo/status/1378881476683571206,https://archive.org/details/vacunacioncovid19bolivia_20210404,,
2021-04-05,https://twitter.com/SaludDeportesBo/status/1379264587577622533,https://archive.org/details/vacunacioncovid19bolivia_20210405,,
2021-04-06,https://twitter.com/SaludDeportesBo/status/1379615780485074944,https://archive.org/details/vacunacioncovid19bolivia_20210406,,
2021-04-07,https://twitter.com/SaludDeportesBo/status/1379981645671960576,https://archive.org/details/vacunacioncovid19bolivia_20210407,,
2021-04-08,https://twitter.com/SaludDeportesBo/status/1380343958199537665,https://archive.org/details/vacunacioncovid19bolivia_20210408,,
2021-04-09,https://twitter.com/SaludDeportesBo/status/1380701119597404162,https://archive.org/details/vacunacioncovid19bolivia_20210409,,
2021-04-10,https://twitter.com/SaludDeportesBo/status/1381063787567058950,https://archive.org/details/vacunacioncovid19bolivia_20210410,,
2021-04-11,https://twitter.com/SaludDeportesBo/status/1381416610955735044,https://archive.org/details/vacunacioncovid19bolivia_20210411,,
2021-04-12,https://twitter.com/SaludDeportesBo/status/1381778655450431491,https://archive.org/details/vacunacioncovid19bolivia_20210412,,
2021-04-13,https://twitter.com/SaludDeportesBo/status/1382143976992555008,https://archive.org/details/vacunacioncovid19bolivia_20210413,,
2021-04-14,https://twitter.com/SaludDeportesBo/status/1382519770994597894,https://archive.org/details/vacunacioncovid19bolivia_20210414,,
2021-04-15,https://twitter.com/SaludDeportesBo/status/1382887630212333569,https://archive.org/details/vacunacioncovid19bolivia_20210415,la suma de valores por departamento no coincide con el total reportado,
2021-04-16,https://twitter.com/SaludDeportesBo/status/1383225846748516353,https://archive.org/details/vacunacioncovid19bolivia_20210416,,
2021-04-17,https://twitter.com/SaludDeportesBo/status/1383668018668965891,https://archive.org/details/vacunacioncovid19bolivia_20210417,,
2021-04-18,https://twitter.com/SaludDeportesBo/status/1383956691385868300,https://archive.org/details/vacunacioncovid19bolivia_20210418,,
2021-04-19,https://twitter.com/SaludDeportesBo/status/1384319103733731329,https://archive.org/details/vacunacioncovid19bolivia_20210419,,
2021-04-20,https://twitter.com/SaludDeportesBo/status/1384685491036041219,https://archive.org/details/vacunacioncovid19bolivia_20210420,,
2021-04-21,https://twitter.com/SaludDeportesBo/status/1385049565737455617,https://archive.org/details/vacunacioncovid19bolivia_20210421,,
2021-04-22,https://twitter.com/SaludDeportesBo/status/1385411136317792257,https://archive.org/details/vacunacioncovid19bolivia_20210422,,
2021-04-23,https://twitter.com/SaludDeportesBo/status/1385791908312715264,https://archive.org/details/vacunacioncovid19bolivia_20210423,,
2021-04-24,https://twitter.com/SaludDeportesBo/status/1386137043781275650,https://archive.org/details/vacunacioncovid19bolivia_20210424,,
2021-04-25,https://twitter.com/SaludDeportesBo/status/1386489309461729284,https://archive.org/details/vacunacioncovid19bolivia_20210425,,
2021-04-26,https://twitter.com/SaludDeportesBo/status/1386871516361592837,https://archive.org/details/vacunacioncovid19bolivia_20210426,,
2021-04-27,https://twitter.com/SaludDeportesBo/status/1387234102517043200,https://archive.org/details/vacunacioncovid19bolivia_20210427,,
2021-04-28,https://twitter.com/SaludDeportesBo/status/1387591621353553922,https://archive.org/details/vacunacioncovid19bolivia_20210428,,
2021-04-29,https://twitter.com/ahora_elpueblo/status/1387985811556159488,https://archive.org/details/vacunacioncovid19bolivia_20210429,,
2021-04-30,https://twitter.com/ahora_elpueblo/status/1388313070586454016,https://archive.org/details/vacunacioncovid19bolivia_20210430,,la suma de valores por departamento no coincide con el total reportado
2021-05-01,https://twitter.com/ahora_elpueblo/status/1388682632406487041,https://archive.org/details/vacunacioncovid19bolivia_20210501,,el número de dosis disminuye respecto al valor reportado el día anterior
2021-05-02,https://twitter.com/ahora_elpueblo/status/1389033245329829889,https://archive.org/details/vacunacioncovid19bolivia_20210502,,
2021-05-03,https://twitter.com/ahora_elpueblo/status/1389394213138309120,https://archive.org/details/vacunacioncovid19bolivia_20210503,,
2021-05-04,https://twitter.com/ahora_elpueblo/status/1389764515366117381,https://archive.org/details/vacunacioncovid19bolivia_20210504,,
2021-05-05,https://twitter.com/abi_bolivia/status/1390148798589046790,https://archive.org/details/vacunacioncovid19bolivia_20210505,,
2021-05-06,https://twitter.com/ahora_elpueblo/status/1390474730684174345,https://archive.org/details/vacunacioncovid19bolivia_20210506,,
2021-05-07,https://twitter.com/ahora_elpueblo/status/1390840731036758019,https://archive.org/details/vacunacioncovid19bolivia_20210507,,
2021-05-08,https://twitter.com/ahora_elpueblo/status/1391222253631807489,https://archive.org/details/vacunacioncovid19bolivia_20210508,,
2021-05-09,https://twitter.com/abi_bolivia/status/1391594031185109002,https://archive.org/details/vacunacioncovid19bolivia_20210509,,
2021-05-10,https://twitter.com/ahora_elpueblo/status/1391950454595145734,https://archive.org/details/vacunacioncovid19bolivia_20210510,el número de dosis disminuye respecto al valor reportado el día anterior,
2021-05-11,https://twitter.com/ahora_elpueblo/status/1392306737248706561,https://archive.org/details/vacunacioncovid19bolivia_20210511,,
2021-05-12,https://twitter.com/ahora_elpueblo/status/1392667001529806853,https://archive.org/details/vacunacioncovid19bolivia_20210512,,la suma de valores por departamento no coincide con el total reportado
2021-05-13,https://twitter.com/ahora_elpueblo/status/1393042315602800640,https://archive.org/details/vacunacioncovid19bolivia_20210513,,
2021-05-14,https://twitter.com/ahora_elpueblo/status/1393387438584864770,https://archive.org/details/vacunacioncovid19bolivia_20210514,,
2021-05-15,https://twitter.com/ahora_elpueblo/status/1393750322657611783,https://archive.org/details/vacunacioncovid19bolivia_20210515,,
2021-05-16,https://twitter.com/ahora_elpueblo/status/1394115738902876168,https://archive.org/details/vacunacioncovid19bolivia_20210516,,
2021-05-17,https://twitter.com/ahora_elpueblo/status/1394478742580383748,https://archive.org/details/vacunacioncovid19bolivia_20210517,,
2021-05-18,https://twitter.com/ahora_elpueblo/status/1394859444966727680,https://archive.org/details/vacunacioncovid19bolivia_20210518,,
2021-05-19,https://twitter.com/ahora_elpueblo/status/1395205270473748493,https://archive.org/details/vacunacioncovid19bolivia_20210519,,
2021-05-20,https://twitter.com/ahora_elpueblo/status/1395563765937082368,https://archive.org/details/vacunacioncovid19bolivia_20210520,,
2021-05-21,https://twitter.com/ahora_elpueblo/status/1395925374572322822,https://archive.org/details/vacunacioncovid19bolivia_20210521,,
2021-05-22,https://twitter.com/ahora_elpueblo/status/1396287709401001984,https://archive.org/details/vacunacioncovid19bolivia_20210522,,el número de dosis disminuye respecto al valor reportado el día anterior
2021-05-23,https://twitter.com/ahora_elpueblo/status/1396641407545323520,https://archive.org/details/vacunacioncovid19bolivia_20210523,,
2021-05-24,https://twitter.com/ahora_elpueblo/status/1397035714970324996,https://archive.org/details/vacunacioncovid19bolivia_20210524,,
2021-05-25,https://twitter.com/ahora_elpueblo/status/1397372413940310016,https://archive.org/details/vacunacioncovid19bolivia_20210525,,
2021-05-26,https://twitter.com/ahora_elpueblo/status/1397737000178958336,https://archive.org/details/vacunacioncovid19bolivia_20210526,,
2021-05-27,https://twitter.com/ahora_elpueblo/status/1398104101594992643,https://archive.org/details/vacunacioncovid19bolivia_20210527,,
2021-05-28,https://twitter.com/ahora_elpueblo/status/1398476124804497417,https://archive.org/details/vacunacioncovid19bolivia_20210528,,
2021-05-29,https://twitter.com/ahora_elpueblo/status/1398829898999943168,https://archive.org/details/vacunacioncovid19bolivia_20210529,,
2021-05-30,https://twitter.com/ahora_elpueblo/status/1399176539489681408,https://archive.org/details/vacunacioncovid19bolivia_20210530,,
2021-05-31,https://twitter.com/ahora_elpueblo/status/1399544098202296324,https://archive.org/details/vacunacioncovid19bolivia_20210531,,
2021-06-01,https://twitter.com/ahora_elpueblo/status/1399924786097180677,https://archive.org/details/vacunacioncovid19bolivia_20210601,,
2021-06-02,https://twitter.com/ahora_elpueblo/status/1400274953832894467,https://archive.org/details/vacunacioncovid19bolivia_20210602,,
2021-06-03,https://twitter.com/ahora_elpueblo/status/1400617311036444672,https://archive.org/details/vacunacioncovid19bolivia_20210603,,
2021-06-04,https://twitter.com/abi_bolivia/status/1400997453797679110,https://archive.org/details/vacunacioncovid19bolivia_20210604,,
2021-06-05,https://twitter.com/abi_bolivia/status/1401366595755253761,https://archive.org/details/vacunacioncovid19bolivia_20210605,,
2021-06-06,https://twitter.com/ahora_elpueblo/status/1401748674905096194,https://archive.org/details/vacunacioncovid19bolivia_20210606,,
2021-06-07,https://twitter.com/ahora_elpueblo/status/1402082176326410242,https://archive.org/details/vacunacioncovid19bolivia_20210607,,
2021-06-08,https://twitter.com/ahora_elpueblo/status/1402461431879159820,https://archive.org/details/vacunacioncovid19bolivia_20210608,,
2021-06-09,https://twitter.com/ahora_elpueblo/status/1402807849651249154,https://archive.org/details/vacunacioncovid19bolivia_20210609,,
2021-06-10,https://twitter.com/ahora_elpueblo/status/1403166293449134080,https://archive.org/details/vacunacioncovid19bolivia_20210610,,
2021-06-11,https://twitter.com/ahora_elpueblo/status/1403535124155834376,https://archive.org/details/vacunacioncovid19bolivia_20210611,,
2021-06-12,https://twitter.com/ahora_elpueblo/status/1403898095822385153,https://archive.org/details/vacunacioncovid19bolivia_20210612,,
2021-06-13,https://twitter.com/abi_bolivia/status/1404261937442131972,https://archive.org/details/vacunacioncovid19bolivia_20210613,,
2021-06-14,https://twitter.com/ahora_elpueblo/status/1404624988657881088,https://archive.org/details/vacunacioncovid19bolivia_20210614,,
2021-06-15,https://twitter.com/abi_bolivia/status/1404983079710736388,https://archive.org/details/vacunacioncovid19bolivia_20210615,,
2021-06-16,https://twitter.com/ahora_elpueblo/status/1405343228195446787,https://archive.org/details/vacunacioncovid19bolivia_20210616,,
2021-06-17,https://twitter.com/ahora_elpueblo/status/1405705839567060993,https://archive.org/details/vacunacioncovid19bolivia_20210617,,
2021-06-18,https://twitter.com/ahora_elpueblo/status/1406071273386561540,https://archive.org/details/vacunacioncovid19bolivia_20210618,,
2021-06-19,https://twitter.com/ahora_elpueblo/status/1406431712410800129,https://archive.org/details/vacunacioncovid19bolivia_20210619,,
2021-06-20,https://twitter.com/ahora_elpueblo/status/1406795985800646657,https://archive.org/details/vacunacioncovid19bolivia_20210620,,
2021-06-21,https://twitter.com/ahora_elpueblo/status/1407151955806412800,https://archive.org/details/vacunacioncovid19bolivia_20210621,,
2021-06-22,https://twitter.com/ahora_elpueblo/status/1407518911562670087,https://archive.org/details/vacunacioncovid19bolivia_20210622,,
2021-06-23,https://twitter.com/abi_bolivia/status/1407929007694360579,https://archive.org/details/vacunacioncovid19bolivia_20210623,,
2021-06-24,https://twitter.com/ahora_elpueblo/status/1408249708917755904,https://archive.org/details/vacunacioncovid19bolivia_20210624,,
2021-06-25,https://twitter.com/ahora_elpueblo/status/1408628419437469701,https://archive.org/details/vacunacioncovid19bolivia_20210625,,
2021-06-26,https://twitter.com/abi_bolivia/status/1408968590850723842,https://archive.org/details/vacunacioncovid19bolivia_20210626,,
2021-06-27,https://twitter.com/ahora_elpueblo/status/1409318295052947462,https://archive.org/details/vacunacioncovid19bolivia_20210627,,
2021-06-28,https://twitter.com/ahora_elpueblo/status/1409696221090914306,https://archive.org/details/vacunacioncovid19bolivia_20210628,,
2021-06-29,https://twitter.com/ahora_elpueblo/status/1410055202405818372,https://archive.org/details/vacunacioncovid19bolivia_20210629,,
2021-06-30,https://twitter.com/ahora_elpueblo/status/1410412235986460677,https://archive.org/details/vacunacioncovid19bolivia_20210630,,
2021-07-01,https://twitter.com/ahora_elpueblo/status/1410806442253299715,https://archive.org/details/vacunacioncovid19bolivia_20210701,,
2021-07-02,https://twitter.com/ahora_elpueblo/status/1411157215994646531,https://archive.org/details/vacunacioncovid19bolivia_20210702,,
2021-07-03,https://twitter.com/ahora_elpueblo/status/1411516645017894925,https://archive.org/details/vacunacioncovid19bolivia_20210703,,
2021-07-04,https://twitter.com/ahora_elpueblo/status/1411873434481668101,https://archive.org/details/vacunacioncovid19bolivia_20210704,,
2021-07-05,https://twitter.com/ahora_elpueblo/status/1412240005301477379,https://archive.org/details/vacunacioncovid19bolivia_20210705,,
2021-07-06,https://twitter.com/ahora_elpueblo/status/1412588200187600896,https://archive.org/details/vacunacioncovid19bolivia_20210706,,
2021-07-07,https://twitter.com/ahora_elpueblo/status/1412952238306340866,https://archive.org/details/vacunacioncovid19bolivia_20210707,,
2021-07-08,https://twitter.com/ahora_elpueblo/status/1413319941844045824,https://archive.org/details/vacunacioncovid19bolivia_20210708,,
2021-07-09,https://twitter.com/ahora_elpueblo/status/1413680268204982277,https://archive.org/details/vacunacioncovid19bolivia_20210709,,
2021-07-10,https://twitter.com/ahora_elpueblo/status/1414030522842497029,https://archive.org/details/vacunacioncovid19bolivia_20210710,,
2021-07-11,https://twitter.com/ahora_elpueblo/status/1414417178129059840,https://archive.org/details/vacunacioncovid19bolivia_20210711,,
2021-07-12,https://twitter.com/ahora_elpueblo/status/1414766328309764097,https://archive.org/details/vacunacioncovid19bolivia_20210712,,
2021-07-13,https://twitter.com/ahora_elpueblo/status/1415129112272936961,https://archive.org/details/vacunacioncovid19bolivia_20210713,,
2021-07-14,https://twitter.com/ahora_elpueblo/status/1415492670286442504,https://archive.org/details/vacunacioncovid19bolivia_20210714,,
2021-07-15,https://twitter.com/abi_bolivia/status/1415877510198403076,https://archive.org/details/vacunacioncovid19bolivia_20210715,,
2021-07-16,https://twitter.com/abi_bolivia/status/1416235027134926849,https://archive.org/details/vacunacioncovid19bolivia_20210716,,
2021-07-17,https://twitter.com/abi_bolivia/status/1416599197718044673,https://archive.org/details/vacunacioncovid19bolivia_20210717,el número de dosis disminuye respecto al valor reportado el día anterior,
2021-07-18,https://twitter.com/abi_bolivia/status/1416955576035258370,https://archive.org/details/vacunacioncovid19bolivia_20210718,,
2021-07-19,https://twitter.com/abi_bolivia/status/1417309420913139714,https://archive.org/details/vacunacioncovid19bolivia_20210719,,
